paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference
REAL_0317,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,7.0,3000.0,18,Forest derived,,,,7109.9999999999,,,Aligned Multiwall CNTs,Real,MWCNT,2007 Structure-Dependent Electrical Properties of Carbon NanotubeFibers
CNT_103,SYNTHETIC_103,Synthetic data based on literature ranges (SWCNT),2014,Literature-based synthesis,2.81,78.2,1,CVD,777.0,Fe/Co,C2H4,666549.0,140.3,1353.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_084,SYNTHETIC_084,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,1.82,376.3,1,CVD,776.0,Fe/Co,Ethanol,1473133.0,93.9,875.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_075,SYNTHETIC_075,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,1.59,65.6,1,Arc discharge,,,,1549713.0,122.7,1164.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_178,SYNTHETIC_178,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,23.86,869.5,16,Arc discharge,,,,854304.0,76.1,942.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_184,SYNTHETIC_184,Synthetic data based on literature ranges (MWCNT),2021,Literature-based synthesis,34.41,623.3,15,Arc discharge,,,,588127.0,76.6,1093.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_081,SYNTHETIC_081,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,2.61,179.1,1,CVD,710.0,Co,C2H2,1078356.0,137.3,890.0,SWCNT synthetic data,Synthetic,SWCNT,
REAL_0425,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2010,Meta-Analysis Database,13.4,4222.96436037322,16,Forest derived,,,,88591.621036547,0.950481823280477,,Aligned Multiwall CNTs,Real,MWCNT,2010 Carbon nanotube yarns with high tensile strength made by a twisting and shrinking method
CNT_005,10.1021/nl990000m,"Nanobeam mechanics: Elasticity, strength, and toughness of nanorods and nanotubes",1997,Science,4.0,15.0,5,Arc discharge,,,,780000.0,150.0,1500.0,High strength,Extracted,MWCNT,
CNT_051,SYNTHETIC_051,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.88,434.9,1,Arc discharge,,,,1722864.0,111.3,1201.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_173,SYNTHETIC_173,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,37.61,667.2,6,Laser ablation,,,,734847.0,41.2,924.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_127,SYNTHETIC_127,Synthetic data based on literature ranges (MWCNT),2015,Literature-based synthesis,9.43,950.7,18,CVD,863.0,Co/Mo,CO,825905.0,56.1,974.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_009,SYNTHETIC_009,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,1.24,262.0,1,Arc discharge,,,,742699.0,102.9,919.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_064,SYNTHETIC_064,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.49,413.2,1,Arc discharge,,,,1609456.0,58.5,1080.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_177,SYNTHETIC_177,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,17.47,707.6,11,Arc discharge,,,,246144.0,23.2,919.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_131,SYNTHETIC_131,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,35.73,346.5,13,Arc discharge,,,,823579.0,47.7,883.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_168,SYNTHETIC_168,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,19.88,390.0,19,Arc discharge,,,,759802.0,19.2,1009.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_187,SYNTHETIC_187,Synthetic data based on literature ranges (MWCNT),2011,Literature-based synthesis,12.14,174.7,5,CVD,785.0,Co,Ethanol,585245.0,31.8,688.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_055,SYNTHETIC_055,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,1.73,288.6,1,Arc discharge,,,,1883790.0,45.3,975.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_046,SYNTHETIC_046,Synthetic data based on literature ranges (SWCNT),2019,Literature-based synthesis,0.97,22.4,1,HiPco,,,,2459109.0,113.5,1086.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_100,SYNTHETIC_100,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.46,60.4,1,Arc discharge,,,,1133734.0,84.8,1223.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_042,SYNTHETIC_042,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,2.18,105.2,1,CVD,819.0,Fe,Ethanol,595739.0,99.5,1107.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_201,SYNTHETIC_201,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,15.37,366.5,3,Laser ablation,,,,598422.0,31.4,467.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_050,SYNTHETIC_050,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.2,32.2,1,CVD,888.0,Co,Ethanol,1633766.0,49.6,849.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_040,SYNTHETIC_040,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,1.26,338.9,1,CVD,776.0,Fe,C2H2,2300246.0,46.4,1296.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_080,SYNTHETIC_080,Synthetic data based on literature ranges (SWCNT),2012,Literature-based synthesis,1.11,324.0,1,CVD,804.0,Co/Mo,C2H2,2025612.0,50.7,935.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_013,SYNTHETIC_013,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.05,265.2,1,HiPco,,,,1979164.0,119.7,1178.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_049,SYNTHETIC_049,Synthetic data based on literature ranges (SWCNT),2015,Literature-based synthesis,2.95,95.9,1,CVD,929.0,Fe/Co,C2H2,1202460.0,108.0,834.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_165,SYNTHETIC_165,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,36.8,236.2,10,CVD,724.0,Co,CH4,476560.0,24.3,1002.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_198,SYNTHETIC_198,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,35.43,208.9,17,CVD,827.0,Fe/Co,CH4,370768.0,78.7,741.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_125,SYNTHETIC_125,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,5.42,501.4,14,CVD,887.0,Co,C2H2,416386.0,38.9,939.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_029,SYNTHETIC_029,Synthetic data based on literature ranges (SWCNT),2016,Literature-based synthesis,2.64,341.1,1,Arc discharge,,,,845131.0,95.0,1287.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_160,SYNTHETIC_160,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,9.24,571.9,15,Arc discharge,,,,839297.0,12.9,917.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_194,SYNTHETIC_194,Synthetic data based on literature ranges (MWCNT),2019,Literature-based synthesis,23.81,451.3,10,Arc discharge,,,,992130.0,19.0,325.0,MWCNT synthetic data,Synthetic,MWCNT,
REAL_0310,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2007,Meta-Analysis Database,10.0,3000.0,6,Forest derived,,,,40999.9999999999,1.91,330.0,Aligned Multiwall CNTs,Real,MWCNT,"2007 Strong Carbon-Nanotube Fibers Spun from
Long Carbon-Nanotube Arrays"
CNT_044,SYNTHETIC_044,Synthetic data based on literature ranges (SWCNT),2013,Literature-based synthesis,2.61,186.5,1,CVD,857.0,Fe/Co,CH4,1495578.0,40.2,836.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_150,SYNTHETIC_150,Synthetic data based on literature ranges (MWCNT),2023,Literature-based synthesis,23.96,651.1,13,CVD,707.0,Co,C2H2,793367.0,57.8,674.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_126,SYNTHETIC_126,Synthetic data based on literature ranges (MWCNT),2010,Literature-based synthesis,23.44,253.9,4,CVD,701.0,,CH4,192784.0,32.0,809.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_152,SYNTHETIC_152,Synthetic data based on literature ranges (MWCNT),2020,Literature-based synthesis,9.17,869.4,13,CVD,919.0,Co/Mo,Ethanol,968068.0,63.2,670.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_096,SYNTHETIC_096,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.09,344.7,1,CVD,914.0,Co/Mo,C2H4,1458776.0,82.6,1204.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_092,SYNTHETIC_092,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,2.08,85.6,1,CVD,860.0,Fe,C2H2,783250.0,37.6,1493.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_109,SYNTHETIC_109,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,11.37,961.5,18,Arc discharge,,,,874569.0,47.5,449.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_079,SYNTHETIC_079,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,1.81,490.2,1,CVD,799.0,Ni,CH4,714248.0,45.5,890.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_066,SYNTHETIC_066,Synthetic data based on literature ranges (SWCNT),2010,Literature-based synthesis,2.82,134.0,1,Arc discharge,,,,624503.0,49.9,952.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_116,SYNTHETIC_116,Synthetic data based on literature ranges (MWCNT),2016,Literature-based synthesis,22.81,893.7,16,Arc discharge,,,,402279.0,67.8,619.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_205,SYNTHETIC_205,Synthetic data based on literature ranges (MWCNT),2022,Literature-based synthesis,30.03,484.6,2,Laser ablation,,,,538356.0,52.4,676.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_012,SYNTHETIC_012,Synthetic data based on literature ranges (SWCNT),2017,Literature-based synthesis,2.05,25.3,1,Laser ablation,,,,1316980.0,77.4,1449.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_063,SYNTHETIC_063,Synthetic data based on literature ranges (SWCNT),2021,Literature-based synthesis,2.51,283.6,1,CVD,972.0,Fe,C2H2,545462.0,86.2,839.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_099,SYNTHETIC_099,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,2.77,396.4,1,CVD,794.0,Fe,CO,563836.0,98.4,1334.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_006,SYNTHETIC_006,Synthetic data based on literature ranges (SWCNT),2020,Literature-based synthesis,1.62,475.9,1,Arc discharge,,,,1680602.0,48.7,909.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_085,SYNTHETIC_085,Synthetic data based on literature ranges (SWCNT),2018,Literature-based synthesis,1.58,204.6,1,CVD,921.0,Fe,C2H4,2134946.0,40.7,1175.0,SWCNT synthetic data,Synthetic,SWCNT,
CNT_188,SYNTHETIC_188,Synthetic data based on literature ranges (MWCNT),2017,Literature-based synthesis,21.8,977.0,12,CVD,958.0,Fe/Co,CH4,365750.0,65.5,415.0,MWCNT synthetic data,Synthetic,MWCNT,
CNT_095,SYNTHETIC_095,Synthetic data based on literature ranges (SWCNT),2022,Literature-based synthesis,1.11,399.7,1,CVD,749.0,Fe,Ethanol,2019696.0,92.8,1051.0,SWCNT synthetic data,Synthetic,SWCNT,
