paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference,aspect_ratio,log_diameter,is_swcnn,is_cvd,temp_normalized,has_catalyst,has_carbon_source,volume_fraction_est
REAL_0653,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,3.9,455.6,4,Forest derived,,,,9238.7238723872,,,Unaligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,116820.51282051283,0.5910647183840444,0,0,0.0,0,0,0.26298487836949375
REAL_0655,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,5.4,455.6,3,Forest derived,,,,16831.683168316802,,,Unaligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,84370.37037037036,0.7323938402478651,0,0,0.0,0,0,0.10288065843621397
REAL_0657,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,7.9,455.6,6,Forest derived,,,,12704.0704070405,,,Unaligned multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,57670.88607594936,0.8976271462644231,0,0,0.0,0,0,0.09613843935266785
REAL_0658,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,8.7,455.6,12,Forest derived,,,,12211.2211221121,,,Unaligned multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,52367.816091954024,0.9395193025375216,0,0,0.0,0,0,0.15854141894569962
REAL_0660,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,3.9,455.6,3,Forest derived,,,,6585.4588083639,,,Aligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,116820.51282051283,0.5910647183840444,0,0,0.0,0,0,0.19723865877712032
REAL_0662,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,5.4,455.6,4,Forest derived,,,,17844.4997641388,,,Aligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,84370.37037037036,0.7323938402478651,0,0,0.0,0,0,0.1371742112482853
REAL_0664,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,7.9,455.6,13,Forest derived,,,,13365.0056746796,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,57670.88607594936,0.8976271462644231,0,0,0.0,0,0,0.20829995193078032
REAL_0665,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,8.7,455.6,18,Forest derived,,,,11475.2392472991,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films,52367.816091954024,0.9395193025375216,0,0,0.0,0,0,0.2378121284185494
REAL_0681,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,7.8,455.6,13,Forest derived,,,,1000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2015 Impact of carbon nanotube length on electron transport in aligned carbon nanotube networks,58410.256410256414,0.8920946583692566,0,0,0.0,0,0,0.21367521367521367
REAL_0682,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,7.8,455.6,14,Forest derived,,,,10000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2015 Impact of carbon nanotube length on electron transport in aligned carbon nanotube networks,58410.256410256414,0.8920946583692566,0,0,0.0,0,0,0.23011176857330704
REAL_0707,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,10000.0,15,Floating Catalyst,,,,129386.037967514,0.41,14.6,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,666666.6666666666,1.1760912880086458,0,0,0.0,0,0,0.06666666666666667
REAL_0708,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,13,Floating Catalyst,,,,351461.7350459479,0.6875,20.6642066420664,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,600000.0,1.1760912880086458,0,0,0.0,0,0,0.057777777777777775
REAL_0709,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,18,Floating Catalyst,,,,822726.7319287851,0.6125,16.4022140221402,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,600000.0,1.1760912880086458,0,0,0.0,0,0,0.08
REAL_0710,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,12,Floating Catalyst,,,,632038.7194410989,0.605882352941176,15.7933579335793,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,600000.0,1.1760912880086458,0,0,0.0,0,0,0.05333333333333333
REAL_0711,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,9,Floating Catalyst,,,,403300.385005258,0.566176470588235,16.4022140221402,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method,600000.0,1.1760912880086458,0,0,0.0,0,0,0.04
REAL_0728,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,2,Liquid Extrusion ,,,,24155.4054054053,0.0875471698113207,5.06885245901639,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.2222222222222222
REAL_0729,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,3,Liquid Extrusion ,,,,25962.837837837706,0.0798490566037735,4.62295081967213,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.3333333333333333
REAL_0730,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,2,Liquid Extrusion ,,,,36298.1802825552,0.0916226415094339,5.75081967213114,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.2222222222222222
REAL_0731,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,3,Liquid Extrusion ,,,,25954.3918918917,0.0744150943396226,6.22295081967213,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.3333333333333333
REAL_0732,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,2,Liquid Extrusion ,,,,23040.5405405405,0.0821132075471697,5.6983606557377,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.2222222222222222
REAL_0733,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,4,Liquid Extrusion ,,,,19594.5945945946,0.0775849056603773,4.30819672131147,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.4444444444444444
REAL_0734,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,4,Liquid Extrusion ,,,,14999.0402334152,0.0482012578616351,2.07868852459016,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.4444444444444444
REAL_0735,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,4,Liquid Extrusion ,,,,38429.8218673218,0.145999999999999,10.0,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.4444444444444444
REAL_0736,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,4,Liquid Extrusion ,,,,39641.04729729729,0.1504025157232699,10.0,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.4444444444444444
REAL_0737,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,3,Liquid Extrusion ,,,,11646.9594594594,0.0250566037735848,1.00327868852459,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.3333333333333333
REAL_0738,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,455.6,2,Liquid Extrusion ,,,,38664.5807739556,0.216150943396226,12.7803278688524,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,151866.66666666666,0.47712139948446564,0,0,0.0,0,0,0.2222222222222222
REAL_0739,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.0,455.6,2,Liquid Extrusion ,,,,27791.754018169,0.0631973329099856,6.14232209737829,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,2.0
REAL_0740,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.0,455.6,4,Liquid Extrusion ,,,,21677.1488469599,0.0318876012065406,3.05243445692885,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,4.0
REAL_0741,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.0,455.6,2,Liquid Extrusion ,,,,24297.6939203353,0.0822257501190665,9.13857677902623,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,455600.0,4.3429426472042774e-07,0,0,0.0,0,0,2.0
REAL_0742,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,455.6,4,Liquid Extrusion ,,,,35471.6981132074,0.0126582278481012,2.02247191011237,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,268000.0,0.23044917684554106,0,0,0.0,0,0,1.384083044982699
REAL_0743,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,455.6,2,Liquid Extrusion ,,,,100377.35849056487,0.0582278481012657,8.29588014981274,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,268000.0,0.23044917684554106,0,0,0.0,0,0,0.6920415224913495
REAL_0744,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,455.6,4,Liquid Extrusion ,,,,311698.113207547,0.179746835443037,23.5580524344569,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,268000.0,0.23044917684554106,0,0,0.0,0,0,1.384083044982699
REAL_0745,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,455.6,4,Liquid Extrusion ,,,,209056.603773584,0.193037974683544,23.9325842696629,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,268000.0,0.23044917684554106,0,0,0.0,0,0,1.384083044982699
REAL_0746,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,455.6,4,Liquid Extrusion ,,,,272452.830188679,0.1256329113924039,16.816479400749,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,268000.0,0.23044917684554106,0,0,0.0,0,0,1.384083044982699
REAL_0747,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,455.6,3,Liquid Extrusion ,,,,341886.79245283,0.1094936708860749,10.3558052434457,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,268000.0,0.23044917684554106,0,0,0.0,0,0,1.0380622837370244
REAL_0748,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.3,455.6,2,Liquid Extrusion ,,,,456603.7735849049,0.149663641429822,13.1647940074906,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,350461.53846153844,0.11394368637938665,0,0,0.0,0,0,1.1834319526627217
REAL_0749,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.3,455.6,3,Liquid Extrusion ,,,,453584.9056603769,0.155503144654088,14.7565543071161,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,350461.53846153844,0.11394368637938665,0,0,0.0,0,0,1.7751479289940826
REAL_0750,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.3,455.6,2,Liquid Extrusion ,,,,329811.320754716,0.196686171483162,19.5318352059925,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,350461.53846153844,0.11394368637938665,0,0,0.0,0,0,1.1834319526627217
REAL_0751,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.0,455.6,2,Liquid Extrusion ,,,,497358.49056603695,0.241981132075471,33.2958801498127,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,227800.0,0.3010302128111679,0,0,0.0,0,0,0.5
REAL_0752,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.0,455.6,4,Liquid Extrusion ,,,,375094.339622641,0.178425284611097,19.3445692883895,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,227800.0,0.3010302128111679,0,0,0.0,0,0,1.0
REAL_0753,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.0,455.6,4,Liquid Extrusion ,,,,378113.207547169,0.268961468035984,22.9962546816479,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,227800.0,0.3010302128111679,0,0,0.0,0,0,1.0
REAL_0754,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.4,455.6,2,Liquid Extrusion ,,,,637735.8490566029,0.313052304752806,40.3183520599251,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_0755,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.4,455.6,3,Liquid Extrusion ,,,,631698.113207547,0.282843722633548,36.4794007490636,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.5306122448979596
REAL_0756,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.4,455.6,4,Liquid Extrusion ,,,,612075.4716981129,0.368316614919194,34.9812734082397,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,2.0408163265306127
REAL_0757,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.18,455.6,2,Unknown,,,,21881.8380743982,,,Unaligned Few-wall CNTs,Real,FWCNT,2016 Thermoelectric properties of single-wall carbon nanotube films: Diameter and wet-environment effects,208990.82568807338,0.33845669282221147,0,0,0.0,0,0,0.42083999663328
REAL_0758,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.91,455.6,3,Unknown,,,,22222.2222222222,,,Unaligned Few-wall CNTs,Real,FWCNT,2016 Thermoelectric properties of single-wall carbon nanotube films: Diameter and wet-environment effects,238534.03141361257,0.28103359462697786,0,0,0.0,0,0,0.8223458786765714
REAL_0759,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.68,455.6,3,Unknown,,,,21505.376344086,,,Unaligned Few-wall CNTs,Real,FWCNT,2016 Thermoelectric properties of single-wall carbon nanotube films: Diameter and wet-environment effects,271190.4761904762,0.22530954023440605,0,0,0.0,0,0,1.0629251700680273
REAL_0760,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.44,455.6,2,Unknown,,,,5941.770647652999,,,Unaligned Few-wall CNTs,Real,FWCNT,2016 Thermoelectric properties of single-wall carbon nanotube films: Diameter and wet-environment effects,316388.8888888889,0.1583627936885351,0,0,0.0,0,0,0.9645061728395062
REAL_0761,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.4,455.6,2,Aligned Buckypaper,,,,250000.0,,,Aligned Few-wall CNTs,Real,FWCNT,2016 Wafer-scale monodomain films of spontaneously aligned single-walled carbon nanotubes,325428.5714285714,0.1461283458884714,0,0,0.0,0,0,1.0204081632653064
REAL_0762,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,20900.0,18,Floating Catalyst,,,,200000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2016_Electrical property enhancement of carbon nanotube fibers from post treatments_Liu et al,1393333.3333333333,1.1760912880086458,0,0,0.0,0,0,0.08
REAL_0763,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,7600.0,16,Floating Catalyst,,,,850000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2016_Electrical property enhancement of carbon nanotube fibers from post treatments_Liu et al,506666.6666666667,1.1760912880086458,0,0,0.0,0,0,0.07111111111111111
REAL_0764,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,6700.0,5,Floating Catalyst,,,,1800000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2016_Electrical property enhancement of carbon nanotube fibers from post treatments_Liu et al,446666.6666666667,1.1760912880086458,0,0,0.0,0,0,0.022222222222222223
REAL_0765,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.9,21200.0,2,Liquid Extrusion ,,,,1152073.7327188938,,,Aligned Few-wall CNTs,Real,FWCNT,2016_Enlightening the ultrahigh electrical conductivities of doped double-wall carbon nanotube fibers by Raman spectroscopy and first-principles calculations,11157894.736842105,0.2787538295288119,0,0,0.0,0,0,0.554016620498615
REAL_0766,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.9,21200.0,4,Liquid Extrusion ,,,,5586592.17877095,,,Aligned Few-wall CNTs,Real,FWCNT,2016_Enlightening the ultrahigh electrical conductivities of doped double-wall carbon nanotube fibers by Raman spectroscopy and first-principles calculations,11157894.736842105,0.2787538295288119,0,0,0.0,0,0,1.10803324099723
REAL_0767,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,5.0,10700.0,2,Forest derived,,,,24300.0,,,Aligned Few-wall CNTs,Real,FWCNT,2016_Functionalization and densification of inter-bundle interfaces for improvement in electrical and thermal transport of carbon nanotube fibers,2140000.0,0.6989700911949065,0,0,0.0,0,0,0.08
REAL_0768,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,5.0,10200.0,4,Forest derived,,,,30899.999999999894,,,Aligned Few-wall CNTs,Real,FWCNT,2016_Functionalization and densification of inter-bundle interfaces for improvement in electrical and thermal transport of carbon nanotube fibers,2040000.0,0.6989700911949065,0,0,0.0,0,0,0.16
REAL_0769,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,5.0,9900.0,3,Forest derived,,,,45000.0,,,Aligned Few-wall CNTs,Real,FWCNT,2016_Functionalization and densification of inter-bundle interfaces for improvement in electrical and thermal transport of carbon nanotube fibers,1980000.0,0.6989700911949065,0,0,0.0,0,0,0.12
REAL_0770,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,5.0,9300.0,3,Forest derived,,,,65900.0,,,Aligned Few-wall CNTs,Real,FWCNT,2016_Functionalization and densification of inter-bundle interfaces for improvement in electrical and thermal transport of carbon nanotube fibers,1860000.0,0.6989700911949065,0,0,0.0,0,0,0.12
REAL_0780,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,15.0,455.6,8,Floating Catalyst,,,,49100.0,0.065,0.7,Aligned Multiwall CNTs,Real,MWCNT,2016_Multi-property enhancement of aligned carbon nanotube thin films from floating catalyst method,30373.333333333332,1.1760912880086458,0,0,0.0,0,0,0.035555555555555556
