paper_id,doi,title,year,journal,diameter_nm,length_um,layers,method,cvd_temperature_C,catalyst,carbon_source,conductivity_Sm,tensile_strength_GPa,youngs_modulus_GPa,notes,status,material_type,source_reference
REAL_0501,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,1.0,,4,Buckypaper,,,,14644.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2012 Dramatic electrical conductivity improvement of carbon nanotube networks by simultaneous de-bundling and hole-doping with chlorosulfonic acid
REAL_0505,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,1.0,,4,Buckypaper,,,,110041.0,,,Unaligned Few-wall CNTs,Real,FWCNT,2012 Dramatic electrical conductivity improvement of carbon nanotube networks by simultaneous de-bundling and hole-doping with chlorosulfonic acid
REAL_0540,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,14,Forest derived,,,,32184.8739495798,,0.25,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0541,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,12,Forest derived,,,,44957.983193277294,,2.25,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0542,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,12,Forest derived,,,,48655.4621848739,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0543,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,13,Forest derived,,,,55882.352941176396,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0544,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,19,Forest derived,,,,57058.8235294117,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0545,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,8,Forest derived,,,,61428.5714285713,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0546,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,12,Forest derived,,,,58571.4285714285,,2.19,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0547,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,12.0,,11,Forest derived,,,,63949.57983193269,,,Aligned Multiwall CNTs,Real,MWCNT,2012 High-Density Carbon Nanotube Buckypapers with Superior Transport and Mechanical Properties
REAL_0551,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,20.0,,16,Forest derived,,,,2000.0,0.0079,0.69,Aligned Multiwall CNTs,Real,MWCNT,2012 Physical properties of carbon nanotube sheets drawn from nanotube arrays
REAL_0552,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,21688.679245283,16,Forest derived,,,,39854.3689320388,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0553,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,19339.6226415094,7,Forest derived,,,,43398.058252427,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0554,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,18018.867924528302,14,Forest derived,,,,47475.7281553398,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0555,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,15622.641509433899,12,Forest derived,,,,57087.3786407767,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0556,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,15641.509433962201,19,Forest derived,,,,60000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0557,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,15320.754716981099,17,Forest derived,,,,62233.0097087377,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0558,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,14226.4150943396,13,Forest derived,,,,65533.9805825242,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0559,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,13396.226415094301,11,Forest derived,,,,62427.184466019404,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0560,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,13000.0,5,Forest derived,,,,71262.13592233011,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0561,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,12698.113207547101,17,Forest derived,,,,81553.3980582523,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0562,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,10000.0,19,Forest derived,,,,61500.0,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0563,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2012,Meta-Analysis Database,15.0,34000.0,17,Forest derived,,,,33000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2012 Thermal and electrical conductivity of array-spun multi-walled carbon nanotube yarns
REAL_0617,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,3.2,9000.0,2,Liquid Extrusion ,,,,2900000.0,1.3,200.0,Aligned Few-wall CNTs,Real,FWCNT,"2013 Strong, Light, Multifunctional Fibers of Carbon Nanotubes with Ultrahigh Conductivity"
REAL_0618,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,3.2,,4,Liquid Extrusion ,,,,5000000.0,,,Aligned Few-wall CNTs,Real,FWCNT,"2013 Strong, Light, Multifunctional Fibers of Carbon Nanotubes with Ultrahigh Conductivity"
REAL_0619,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,3.2,,4,Liquid Extrusion ,,,,400000.0,,,Aligned Few-wall CNTs,Real,FWCNT,"2013 Strong, Light, Multifunctional Fibers of Carbon Nanotubes with Ultrahigh Conductivity"
REAL_0620,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2013,Meta-Analysis Database,20.0,,9,Forest derived,,,,27000.0,0.57,57.1,Aligned Multiwall CNTs,Real,MWCNT,2013_A simultaneous increase in the thermal and electrical transport in carbon nanotube yarns induced by inter-tube metallic welding
REAL_0629,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,,9,Aligned Buckypaper,,,,3003.1347962382,0.00379448621553884,0.383715012722646,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water
REAL_0630,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,,11,Aligned Buckypaper,,,,3134.7962382445003,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water
REAL_0631,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,,18,Aligned Buckypaper,,,,3398.119122257,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water
REAL_0632,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,,15,Aligned Buckypaper,,,,3840.1253918495,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water
REAL_0633,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,,19,Aligned Buckypaper,,,,4103.448275862,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water
REAL_0634,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,,12,Aligned Buckypaper,,,,4075.2351097178,0.0053107769423558805,0.617811704834605,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water
REAL_0635,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,10.0,,14,Aligned Buckypaper,,,,4028.2131661442,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Anisotropic buckypaper through shear-induced mechanical alignment of carbon nanotubes in water
REAL_0653,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,3.9,,4,Forest derived,,,,9238.7238723872,,,Unaligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0655,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,5.4,,3,Forest derived,,,,16831.683168316802,,,Unaligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0657,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,7.9,,6,Forest derived,,,,12704.070407040499,,,Unaligned multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0658,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,8.7,,12,Forest derived,,,,12211.2211221121,,,Unaligned multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0660,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,3.9,,3,Forest derived,,,,6585.4588083639,,,Aligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0662,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,5.4,,4,Forest derived,,,,17844.4997641388,,,Aligned Few-wall CNTs,Real,FWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0664,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,7.9,,13,Forest derived,,,,13365.0056746796,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0665,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2014,Meta-Analysis Database,8.7,,18,Forest derived,,,,11475.2392472991,,,Aligned Multiwall CNTs,Real,MWCNT,2014 Interplay of wall number and diameter on the electrical conductivity of carbon nanotube thin films
REAL_0681,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,7.8,,13,Forest derived,,,,1000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2015 Impact of carbon nanotube length on electron transport in aligned carbon nanotube networks
REAL_0682,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,7.8,,14,Forest derived,,,,10000.0,,,Aligned Multiwall CNTs,Real,MWCNT,2015 Impact of carbon nanotube length on electron transport in aligned carbon nanotube networks
REAL_0707,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,10000.0,15,Floating Catalyst,,,,129386.037967514,0.41,14.6,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method
REAL_0708,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,13,Floating Catalyst,,,,351461.7350459479,0.6875,20.6642066420664,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method
REAL_0709,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,18,Floating Catalyst,,,,822726.7319287851,0.6125,16.4022140221402,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method
REAL_0710,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,12,Floating Catalyst,,,,632038.7194410989,0.605882352941176,15.7933579335793,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method
REAL_0711,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2015,Meta-Analysis Database,15.0,9000.0,9,Floating Catalyst,,,,403300.385005258,0.566176470588235,16.4022140221402,Aligned Multiwall CNTs,Real,MWCNT,2015_Post-Treatments for Multifunctional Property Enhancement of Carbon Nanotube Fibers from the Floating Catalyst Method
REAL_0728,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,2,Liquid Extrusion ,,,,24155.4054054053,0.0875471698113207,5.06885245901639,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0729,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,3,Liquid Extrusion ,,,,25962.837837837702,0.0798490566037735,4.62295081967213,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0730,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,2,Liquid Extrusion ,,,,36298.1802825552,0.0916226415094339,5.75081967213114,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0731,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,3,Liquid Extrusion ,,,,25954.3918918917,0.0744150943396226,6.22295081967213,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0732,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,2,Liquid Extrusion ,,,,23040.5405405405,0.08211320754716979,5.6983606557377,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0733,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,4,Liquid Extrusion ,,,,19594.5945945946,0.0775849056603773,4.30819672131147,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0734,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,4,Liquid Extrusion ,,,,14999.0402334152,0.0482012578616351,2.07868852459016,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0735,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,4,Liquid Extrusion ,,,,38429.8218673218,0.145999999999999,10.0,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0736,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,4,Liquid Extrusion ,,,,39641.04729729729,0.15040251572326999,10.0,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0737,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,3,Liquid Extrusion ,,,,11646.9594594594,0.0250566037735848,1.00327868852459,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0738,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,3.0,,2,Liquid Extrusion ,,,,38664.5807739556,0.216150943396226,12.7803278688524,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0739,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.0,,2,Liquid Extrusion ,,,,27791.754018169,0.0631973329099856,6.14232209737829,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0740,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.0,,4,Liquid Extrusion ,,,,21677.1488469599,0.0318876012065406,3.05243445692885,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0741,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.0,,2,Liquid Extrusion ,,,,24297.6939203353,0.0822257501190665,9.13857677902623,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0742,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,,4,Liquid Extrusion ,,,,35471.6981132074,0.0126582278481012,2.02247191011237,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0743,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,,2,Liquid Extrusion ,,,,100377.35849056489,0.0582278481012657,8.29588014981274,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0744,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,,4,Liquid Extrusion ,,,,311698.113207547,0.17974683544303702,23.5580524344569,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0745,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,,4,Liquid Extrusion ,,,,209056.603773584,0.193037974683544,23.9325842696629,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0746,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,,4,Liquid Extrusion ,,,,272452.830188679,0.12563291139240398,16.816479400749,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0747,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.7,,3,Liquid Extrusion ,,,,341886.79245283,0.10949367088607499,10.3558052434457,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0748,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.3,,2,Liquid Extrusion ,,,,456603.7735849049,0.149663641429822,13.1647940074906,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0749,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.3,,3,Liquid Extrusion ,,,,453584.9056603769,0.15550314465408802,14.7565543071161,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0750,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,1.3,,2,Liquid Extrusion ,,,,329811.320754716,0.196686171483162,19.5318352059925,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0751,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.0,,2,Liquid Extrusion ,,,,497358.49056603695,0.241981132075471,33.2958801498127,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0752,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.0,,4,Liquid Extrusion ,,,,375094.339622641,0.178425284611097,19.3445692883895,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
REAL_0753,10.1002/adma.202008432,Data from: A meta-analysis of conductive and strong CNT materials (Adv. Mater. 2021),2016,Meta-Analysis Database,2.0,,4,Liquid Extrusion ,,,,378113.207547169,0.26896146803598403,22.9962546816479,Aligned Few-wall CNTs,Real,FWCNT,2016 Relationship between Mechanical and Electrical Properties of Continuous Polymer-Free Carbon Nanotube Fibers by Wet-Spinning Method and Nanotube-Length Estimated by Far-Infrared Spectroscopy
