Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Unnamed: 16,Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked ,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity ,Log Thermal Conductivity ,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate ,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Unaligned Few-wall CNTs,0.031988222127502054,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.5373411900179365,632.57,0.08603684937991575,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200524,"NanoInegris material, films were between 80 to 100 nm, took 100 nm in all cases to calculate conductivity",2012.0,Buckypaper,Irradiated,,,Semiconducting,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Ion irradiation of electronic-type-separated single wall carbon nanotubes A model for radiation effects in nanostructured carbon,,,,,28,-1.4950098968859402,,,,,,-0.2697498672074936,-1.0653155016082614,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.005569853362435091,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.42601452322173694,632.57,0.06821168384069295,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200524,"NanoInegris material, films were between 80 to 100 nm, took 100 nm in all cases to calculate conductivity",2012.0,Buckypaper,Irradiated,,,Semiconducting,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Ion irradiation of electronic-type-separated single wall carbon nanotubes A model for radiation effects in nanostructured carbon,,,,,28,-2.2541562383493545,,,,,,-0.37057559515186594,-1.1661412295526339,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.0024326950087987234,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.5963098964148846,632.57,0.0954786748060167,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200524,"NanoInegris material, films were between 80 to 100 nm, took 100 nm in all cases to calculate conductivity",2012.0,Buckypaper,Irradiated,,,Semiconducting,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Ion irradiation of electronic-type-separated single wall carbon nanotubes A model for radiation effects in nanostructured carbon,,,,,28,-2.6139123359103307,,,,,,-0.22452798300255833,-1.0200936174033264,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,Not Reported/ Can not calculate,1.07,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,650,0.612,41,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,10,10,20201127,,2012.0,Forest derived,Densified,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,"2012_Production, structure and properties of twistless carbon nanotube yarns with a high density sheath",,,,,1,,0.029383777685209667,,2.8129133566428557,-0.21324857785443882,1.6127838567197355,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,10,1.0,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.59,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1--2,1.5,20200519,Made from DWCNT cotton,2012.0,Floating Catalyst,HCl treatment and acetone condensation,,,Unsorted,5.6,1586.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Sharp burnout failure observed in high current-carrying double-walled carbon nanotube fibers,,,,,6,-0.22914798835785583,,,,,,,,0.17609125905568124,0.7481880270062004,,,,,,Two-probe,Air,Si/SiO2,25.6,1039379220.1919698,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,500,500,Four probe for conductivty,yes,,9.016774029933277,,5600,3.7481880270062002,5600,3.7481880270062002,,CNT,large,2.69897000433601,sub-mm
Aligned Few-wall CNTs,0.38,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1--2,1.5,20200519,Made from DWCNT cotton,2012.0,Floating Catalyst,HCl treatment and acetone condensation,,,Unsorted,8.8,1586.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Sharp burnout failure observed in high current-carrying double-walled carbon nanotube fibers,,,,,6,-0.42021640338318983,,,,,,,,0.17609125905568124,0.9444826721501687,,,,,,Two-probe,Air,Si/SiO2,35.4,582033572.8773859,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,500,500,Four probe for conductivty,yes,,8.764948036359279,,8800,3.9444826721501687,8800,3.9444826721501687,,CNT,large,2.69897000433601,sub-mm
Aligned Few-wall CNTs,0.31,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1--2,1.5,20200519,Made from DWCNT cotton,2012.0,Floating Catalyst,HCl treatment and acetone condensation,,,Unsorted,9.1,1586.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Sharp burnout failure observed in high current-carrying double-walled carbon nanotube fibers,,,,,6,-0.5086383061657274,,,,,,,,0.17609125905568124,0.9590413923210935,,,,,,Two-probe,Air,Si/SiO2,43.2,664218673.2587736,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,500,500,Four probe for conductivty,yes,,8.822311080806553,,9100,3.9590413923210934,9100,3.9590413923210934,,CNT,large,2.69897000433601,sub-mm
Aligned Few-wall CNTs,0.13,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1--2,1.5,20200519,Made from DWCNT cotton,2012.0,Floating Catalyst,HCl treatment and acetone condensation,,,Unsorted,13.3,1586.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Sharp burnout failure observed in high current-carrying double-walled carbon nanotube fibers,,,,,6,-0.8860566476931632,,,,,,,,0.17609125905568124,1.1238516409670858,,,,,,Two-probe,Air,Si/SiO2,58.5,421078146.6844199,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,500,500,Four probe for conductivty,yes,,8.624362702781838,,13300,4.123851640967086,13300,4.123851640967086,,CNT,large,2.69897000433601,sub-mm
Aligned Few-wall CNTs,0.094,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,4,Raman G peak anisotropy,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1--2,1.5,20200519,Made from DWCNT cotton,2012.0,Floating Catalyst,HCl treatment and acetone condensation,,,Unsorted,17.6,1586.6,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Sharp burnout failure observed in high current-carrying double-walled carbon nanotube fibers,,,,,6,-1.0268721464003014,,,,,,,,0.17609125905568124,1.24551266781415,,,,,,Two-probe,Air,Si/SiO2,72.1,296360315.0032452,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,500,500,Four probe for conductivty,yes,,8.471820047724957,,17600,4.2455126678141495,17600,4.2455126678141495,,CNT,large,2.69897000433601,sub-mm
Carbon Fiber,0.022,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,514.5,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200519,Carbon Fiber,2012.0,Carbon Fiber,As-is,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,6.1,Not Reported/ Can not calculate,70,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Sharp burnout failure observed in high current-carrying double-walled carbon nanotube fibers,,,,,6,-1.6575773191777938,,,,,,,,,0.785329835010767,1.845098040014257,,,,1.845098040014257,Two-probe,Air,Si/SiO2,24,821224108.4021474,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,500,500,Four probe for conductivty,yes,,8.9144616903239,,6100,3.785329835010767,6100,3.785329835010767,,Other Carbon,large,2.69897000433601,sub-mm
Aligned Multiwall CNTs,Not Reported/ Can not calculate,0.4185249109722495,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,302.337398373983,0.722388059701492,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200716,NanoComp material,2012.0,Floating Catalyst,As-is,,,Unsorted,44,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Tensile loading behavior of carbon nanotube wires,,,,,4,,-0.37827868731035996,,2.480491871633226,-0.14122944105641427,,,,,1.6434526764861874,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,Not Reported/ Can not calculate,0.4957868611349415,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,147.256097560975,0.297014925373134,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200716,NanoComp material,2012.0,Floating Catalyst,Twisted,,,Unsorted,397,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Tensile loading behavior of carbon nanotube wires,,,,,4,,-0.30470498666904844,,2.168073287039831,-0.5272217262911203,,,,,2.598790506763115,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,Not Reported/ Can not calculate,0.559517497348885,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,153.658536585365,0.274626865671641,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200716,NanoComp material,2012.0,Floating Catalyst,Twisted,,,Unsorted,427,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Tensile loading behavior of carbon nanotube wires,,,,,4,,-0.252186327574865,,2.186556692733844,-0.5612569796912912,,,,,2.630427875025024,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,Not Reported/ Can not calculate,0.5777285045577732,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,170.731707317073,0.295522388059701,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200716,NanoComp material,2012.0,Floating Catalyst,Twisted,,,Unsorted,601,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2012_Tensile loading behavior of carbon nanotube wires,,,,,4,,-0.23827620426618304,,2.232314183294521,-0.5294096124392961,,,,,2.7788744720027396,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00210277623510686,0.251645759499831,0.008356096440036664,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.2631578947368425,532,0.42159255040000004,No,10.2078278433414,0.04056427520825463,Not Reported/ Can not calculate,,0.02146477780104041,0.00033895899566036404,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,1500 microns long,2013.0,Buckypaper,Compressed,,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2013 Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,,,,,12,-2.677206939880869,-0.599210383531656,-2.077996556349213,1.0089333369925528,-1.391856279475791,,0.721246399047171,-0.3751070717726362,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00272054436880585,0.320877013185542,0.008478464511363233,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.2631578947368425,532,0.42159255040000004,No,16.186816397566,0.050445546836993996,Not Reported/ Can not calculate,,0.044036952199292385,0.00042770077861376536,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,1500 microns long,2013.0,Buckypaper,Compressed,,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2013 Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,,,,,12,-2.565344186879775,-0.49366139354409444,-2.0716827933356803,1.20916144066648,-1.2971771657894258,,0.721246399047171,-0.3751070717726362,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00450699927287717,0.501727918653849,0.008982954915025623,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.2631578947368425,532,0.42159255040000004,No,31.1898016997166,0.062164772060920526,Not Reported/ Can not calculate,,0.14057241358180583,0.0005584233447260935,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,1500 microns long,2013.0,Buckypaper,As-dried,,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2013 Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,,,,,12,-2.346112511994578,-0.2995317319801078,-2.04658078001447,1.4940126135839276,-1.2064556544359646,,0.721246399047171,-0.3751070717726362,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00539292114438827,0.651501480009847,0.008277680573046066,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.2631578947368425,532,0.42159255040000004,No,52.0963172804532,0.07996346728124977,Not Reported/ Can not calculate,,0.28095133100651604,0.0006619120396674059,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,1500 microns long,2013.0,Buckypaper,As-dried,,,Unsorted ,Not Reported/ Can not calculate,1576.9,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2013 Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,,,,,12,-2.268175929944995,-0.18608459336754443,-2.0820913365774505,1.7168070238502544,-1.0971083827822012,,0.721246399047171,-0.3751070717726362,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00250618626940187,0.330589542027126,0.007580960528981977,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.2631578947368425,532,0.42159255040000004,No,17.996290603285,0.054436962805702864,Not Reported/ Can not calculate,,0.04510205641011876,0.0004126844663476934,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,700 microns long,2013.0,Buckypaper,Compressed,,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2013 Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,,,,,12,-2.6009866537061694,-0.4807108891546176,-2.1202757645515518,1.2551829975177622,-1.2641061133276201,,0.721246399047171,-0.3751070717726362,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.0032129267552573194,0.441302294158398,0.007280557562893824,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.2631578947368425,532,0.42159255040000004,No,25.2067480532018,0.05711900524168648,Not Reported/ Can not calculate,,0.08098743523316242,0.0004158582055973324,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200511,700 microns long,2013.0,Buckypaper,Compressed,,,Unsorted ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2013 Influence of lengths of millimeter-scale single-walled carbon nanotube on electrical and mechanical properties of buckypaper,,,,,12,-2.4930991748998217,-0.3552638148194219,-2.1378353600803996,1.4015168205416884,-1.2432193646388898,,0.721246399047171,-0.3751070717726362,,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
